Wall time,Step,Value
1683365167.9545915,42,-56.62693786621094
1683365232.3600364,94,-62.42903518676758
1683365321.128013,167,-65.29590606689453
1683365386.826389,229,-67.32577514648438
1683365391.917141,234,-65.50112915039062
1683365431.7337666,273,-67.55855560302734
1683365475.7512436,310,-60.329044342041016
1683365483.8612955,318,-74.7247085571289
1683365649.5175006,474,-56.21714401245117
1683365712.819175,536,-56.478939056396484
1683365764.5298808,579,-78.56831359863281
1683365771.6445694,586,-78.22846984863281
1683365824.0561686,634,-78.38482666015625
1683365837.2813272,647,-62.68159866333008
1683365912.5043468,714,-64.81494903564453
1683366008.8981104,808,-64.63493347167969
1683366241.4904666,1014,-58.22644805908203
1683366298.2471933,1066,-63.620628356933594
1683366597.9099152,1333,-75.3067855834961
1683366602.0109584,1337,-66.83099365234375
1683366652.1844852,1385,-67.43101501464844
1683366659.2645023,1392,-55.50864791870117
1683366703.836578,1436,-64.85238647460938
1683366984.686433,1691,-70.0385971069336
1683367035.4281566,1734,-69.6312484741211
1683367038.481624,1737,-57.38199234008789
1683367186.6926796,1877,-70.76680755615234
1683367227.5402815,1917,-64.52110290527344
1683367362.8254366,2036,-84.94178009033203
1683367427.613233,2096,-54.390167236328125
1683367537.3124576,2199,-72.6375961303711
1683367601.8110116,2262,-55.86042404174805
1683367657.5900424,2307,-68.21806335449219
1683367740.9162347,2389,-71.83247375488281
1683367799.3310134,2436,-51.04722595214844
1683367849.2239769,2485,-68.1659164428711
1683367850.2320776,2486,-74.38304138183594
1683367865.598924,2498,-51.60103988647461
1683367901.6711178,2532,-88.26376342773438
1683368057.7445347,2685,-64.4023208618164
1683368127.0389154,2740,-63.104061126708984
1683368448.3644106,3038,-61.74419021606445
1683368663.7523804,3230,-63.040985107421875
1683368679.9895377,3246,-57.95098114013672
1683368746.0528862,3305,-68.4588851928711
1683369085.0465865,3618,-54.71583938598633
1683369087.0696082,3620,-53.921451568603516
1683369140.700085,3670,-61.96854782104492
1683369218.6394396,3741,-66.09384155273438
1683369296.3267379,3814,-70.34530639648438
1683369303.5168314,3821,-50.9055061340332
1683369416.4137664,3928,-57.14297103881836
1683369444.849231,3956,-72.50711822509766
1683369542.5130832,4036,-79.392822265625
1683369718.3140397,4196,-60.050079345703125
1683369853.4823277,4317,-70.38213348388672
1683369943.9943712,4400,84.8634262084961
1683370041.629168,4492,-71.89511108398438
1683370059.1339266,4509,-54.502689361572266
1683370245.6356459,4676,-45.177066802978516
1683370373.5073102,4788,-62.47676467895508
1683370570.6311643,4971,-50.62311935424805
1683370711.8936777,5106,-46.8005256652832
1683370744.7349901,5134,-84.32498931884766
1683370967.938953,5345,-63.572608947753906
1683370982.265259,5359,-51.33656692504883
1683371189.4558713,5549,-57.945655822753906
1683371333.9201713,5679,-62.39177703857422
1683371380.384585,5723,-62.868675231933594
1683371469.713523,5808,-48.41835021972656
1683371536.137901,5864,-55.39458465576172
1683371543.280335,5871,-52.67483139038086
1683371580.015049,5907,-56.11250686645508
1683371669.2238288,5990,-57.56108093261719
1683371901.677794,6200,-64.27593231201172
1683371920.9114902,6219,-44.80641174316406
1683371998.1477678,6289,-70.31806182861328
1683372315.2212598,6574,-61.87004089355469
1683372349.537567,6603,67.79279327392578
1683372446.5090563,6699,73.96273803710938
1683372457.7830873,6711,79.1470718383789
1683372591.1514072,6854,90.5718765258789
1683372687.5097687,6966,-66.25080108642578
1683372809.2227407,7155,90.7479019165039
1683372929.2683487,7382,90.7105712890625
1683372964.659185,7460,-53.20464324951172
1683372965.5061555,7463,90.72168731689453
1683372989.1275275,7511,90.71633911132812
1683373098.649465,7788,90.71669006347656
1683373104.4908042,7798,-44.14418411254883
1683373116.4834962,7833,90.71798706054688
1683373168.420884,7991,90.97755432128906
1683373197.5847135,8066,-46.415077209472656
1683373231.0009587,8180,91.18132781982422
1683373242.1248937,8221,90.9475326538086
1683373283.8782146,8363,90.9475326538086
1683373287.976794,8377,90.75458526611328
1683373323.9322786,8498,90.9475326538086
1683373328.1032805,8508,90.9475326538086
1683373351.3704298,8601,90.9475326538086
1683373424.2539573,8878,90.97840118408203
1683373436.414998,8928,91.24995422363281
1683373437.9610415,8935,91.28304290771484
1683373451.5262647,8993,91.2846450805664
1683373524.9775848,9260,91.24822998046875
1683373577.7312255,9468,90.97882080078125
1683373597.572615,9554,91.28297424316406
1683373601.372761,9567,91.25160217285156
1683373636.7741892,9698,91.24967956542969
1683373673.92625,9843,-44.346649169921875
1683373690.3087375,9907,91.28581237792969
1683373778.1034014,10276,91.14883422851562
1683373779.6423185,10283,91.28579711914062
1683373807.3267412,10399,91.14883422851562
1683373824.9979517,10479,91.28337097167969
1683373834.4490898,10522,91.25151824951172
1683373856.0451305,10607,91.2833480834961
1683373891.1857536,10757,91.24980926513672
1683373899.1888175,10780,91.28455352783203
1683373926.7809062,10902,91.24981689453125
1683373927.445913,10905,91.28290557861328
1683373944.7324202,10966,91.24982452392578
1683373946.4930232,10974,91.28289031982422
1683373956.6342723,11020,91.21697235107422
1683373976.5794601,11102,91.24987030029297
1683374048.4048796,11419,91.28453826904297
1683374060.9764996,11472,91.28681945800781
1683374079.1314907,11532,91.24671173095703
1683374087.5245872,11566,91.28703308105469
1683374116.5439475,11685,91.28697967529297
1683374134.7115612,11759,91.2869873046875
1683374187.7377157,11969,91.28459930419922
1683374188.8337471,11974,91.28693389892578
1683374231.5337338,12164,91.28331756591797
1683374258.8810084,12290,91.28688049316406
1683374345.0020351,12671,91.28485870361328
1683374393.17428,12877,91.286865234375
1683374406.6656425,12939,91.28702545166016
1683374427.3126574,13034,91.2868881225586
1683374434.27961,13061,91.28695678710938
1683374449.6907504,13109,91.28704833984375
1683374514.1635292,13402,91.28699493408203
1683374546.597887,13546,91.28685760498047
1683374557.818987,13597,91.28701782226562
1683374562.9136372,13620,91.24991607666016
1683374604.4208198,13810,91.28701782226562
1683374621.5604038,13884,91.28701782226562
1683374665.6413229,14080,91.28457641601562
1683374696.6893585,14221,91.28689575195312
1683374712.862377,14294,91.28684997558594
1683374722.545797,14338,91.28702545166016
1683374746.6659317,14447,91.2857437133789
1683374795.1423857,14638,91.28611755371094
1683374801.766531,14668,91.28489685058594
1683374805.8653052,14687,91.28597259521484
1683374826.130751,14779,91.285888671875
1683374832.7886267,14809,91.28704833984375
1683374846.892907,14873,91.28707885742188
1683374851.0790005,14892,91.28585815429688
1683374947.9654398,15324,91.28604125976562
1683374981.8034172,15473,91.28699493408203
1683374982.2400823,15475,91.2860107421875
1683374990.2636018,15507,91.2870101928711
1683375041.3687077,15740,91.28599548339844
1683375046.6016808,15764,91.28701782226562
1683375125.3449595,16116,91.28753662109375
1683375161.4768157,16249,91.2859878540039
1683375177.1121042,16321,91.28697967529297
1683375260.2636547,16697,91.28690338134766
1683375286.7851264,16809,91.28692626953125
1683375297.2183964,16857,91.28787231445312
1683375306.64382,16899,91.28690338134766
1683375343.120415,17066,91.28584289550781
1683375349.880491,17097,91.28689575195312
1683375393.401694,17292,91.28704071044922
1683375398.9095259,17317,91.28692626953125
1683375403.7702644,17339,91.28692626953125
1683375450.3950052,17543,91.28692626953125
1683375453.471033,17557,91.28692626953125
1683375459.8332856,17586,91.28692626953125
1683375461.5919218,17594,91.28692626953125
1683375564.696983,18065,91.28692626953125
1683375650.5456142,18451,91.28682708740234
1683375766.402002,18958,91.25160217285156
1683375804.6769238,19116,91.28692626953125
1683375816.2089717,19169,91.28765869140625
1683375838.3672907,19271,91.28599548339844
1683375895.4346685,19531,91.28681945800781
1683375919.1600938,19640,91.28604125976562
1683375922.2265544,19654,91.28604125976562
1683375939.0888016,19731,91.2878646850586
1683375965.2693279,19846,91.28776550292969
1683375985.4489825,19938,91.28702545166016
1683375997.8897078,19995,91.2884750366211
1683376006.6360364,20035,91.28606414794922
1683376010.5499835,20053,91.28693389892578
1683376012.5091693,20062,91.28704071044922
1683376029.0562732,20138,91.28704833984375
1683376052.2425401,20244,91.28695678710938
1683376054.0085363,20252,91.28707885742188
1683376069.5778677,20323,91.28602600097656
1683376097.1416068,20440,91.28852844238281
1683376118.7281897,20539,91.31854248046875
1683376118.9421911,20540,91.31854248046875
1683376123.7185183,20562,91.31851959228516
1683376127.226236,20578,91.31852722167969
1683376171.922667,20779,91.31852722167969
1683376172.5696723,20782,91.28788757324219
1683376184.2787623,20831,91.3185806274414
1683376189.5833921,20855,91.28848266601562
1683376238.5043263,21080,91.3185806274414
1683376252.57491,21144,91.31843566894531
1683376268.8435974,21209,91.21582794189453
1683376273.915648,21232,91.31855773925781
1683376293.816849,21319,91.31857299804688
1683376309.4777484,21391,91.28839874267578
1683376338.450092,21523,91.31852722167969
1683376420.1318638,21848,91.25086212158203
1683376454.655398,22006,91.31855773925781
1683376506.946603,22245,91.31854248046875
1683376517.1916282,22292,91.28852081298828
1683376525.4612987,22330,91.31854248046875
1683376531.574784,22358,91.31852722167969
1683376556.2474031,22472,91.31852722167969
1683376650.9983091,22840,91.31851196289062
1683376727.9290798,23138,91.31851196289062
1683376730.1091475,23148,91.31852722167969
1683376739.669586,23192,91.31851196289062
